"","time","code","class","light_order","light_colour","light_type","type_order","light_side","control_side","species","trial_number","light_mode"
"592",600.601,"END",0,"5","white","flashing",1,"left","right","blonde","7","on"
"297",600.434,"END",0,"6","amber","continuous",1,"right","left","blonde","8","on"
"415",600.434,"END",0,"3","blue","continuous",1,"left","right","blonde","8","on"
"1513",600.734,"END",0,"1","green","continuous",1,"left","right","blonde","8","on"
"1913",601.267,"END",0,"2","red","continuous",1,"right","left","blonde","8","on"
"2113",600.434,"END",0,"4","royalblue","continuous",1,"right","left","blonde","8","on"
"2313",600.434,"END",0,"5","white","continuous",1,"left","right","blonde","8","on"
"298",599.901,"END",0,"3","amber","flashing",2,"right","left","blonde","8","on"
"317",600.566,"END",0,"5","blue","flashing",2,"right","left","blonde","8","on"
"404",599.167,"END",0,"1","green","flashing",2,"right","left","blonde","8","on"
"424",600.168,"END",0,"4","red","flashing",2,"left","right","blonde","8","on"
"504",600,"END",0,"2","royalblue","flashing",2,"left","right","blonde","8","on"
"523",600.133,"END",0,"6","white","flashing",2,"left","right","blonde","8","on"
"1314",603,"END",0,"1","amber","continuous",2,"right","left","blonde","9","on"
"1514",600,"END",0,"4","blue","continuous",2,"left","right","blonde","9","on"
"2314",603.067,"END",0,"2","green","continuous",2,"left","right","blonde","9","on"
"2514",600,"END",0,"3","red","continuous",2,"right","left","blonde","9","on"
"2714",600,"END",0,"5","royalblue","continuous",2,"right","left","blonde","9","on"
"2910",600,"END",0,"6","white","continuous",2,"left","right","blonde","9","on"
"319",600,"END",0,"4","amber","flashing",1,"right","left","blonde","9","on"
"335",600,"END",0,"3","blue","flashing",1,"left","right","blonde","9","on"
"355",600,"END",0,"5","green","flashing",1,"left","right","blonde","9","on"
"375",600,"END",0,"6","red","flashing",1,"right","left","blonde","9","on"
"395",600,"END",0,"1","royalblue","flashing",1,"left","right","blonde","9","on"
"418",600,"END",0,"2","white","flashing",1,"right","left","blonde","9","on"
"2100",601,"END",0,"5","amber","continuous",2,"left","right","spotted","10","on"
"419",601,"END",0,"3","blue","continuous",2,"left","right","spotted","10","on"
"1515",600.734,"END",0,"1","green","continuous",2,"left","right","spotted","10","on"
"1715",599.399,"END",0,"4","red","continuous",2,"right","left","spotted","10","on"
"2215",600.867,"END",0,"2","royalblue","continuous",2,"right","left","spotted","10","on"
"2415",600.836,"END",0,"6","white","continuous",2,"right","left","spotted","10","on"
"2911",600.667,"END",0,"6","amber","flashing",1,"left","right","spotted","10","on"
"376",599.8,"END",0,"5","blue","flashing",1,"right","left","spotted","10","on"
"4110",599.333,"END",0,"2","green","flashing",2,"left","right","spotted","10","on"
"435",600,"END",0,"3","red","flashing",1,"right","left","spotted","10","on"
"455",600.299,"END",0,"4","royalblue","flashing",1,"left","right","spotted","10","on"
"519",601.634,"END",0,"1","white","flashing",1,"right","left","spotted","10","on"
"2101",600,"END",0,"1","amber","continuous",1,"right","left","spotted","11","on"
"420",600,"END",0,"4","blue","continuous",1,"left","right","spotted","11","on"
"616",600,"END",0,"2","green","continuous",1,"left","right","spotted","11","on"
"815",600,"END",0,"3","red","continuous",1,"right","left","spotted","11","on"
"1016",600,"END",0,"6","royalblue","continuous",1,"left","right","spotted","11","on"
"1216",600,"END",0,"5","white","continuous",1,"right","left","spotted","11","on"
"1416",600,"END",0,"2","amber","flashing",2,"right","left","spotted","11","on"
"1616",600,"END",0,"6","blue","flashing",2,"right","left","spotted","11","on"
"1816",600,"END",0,"3","green","flashing",2,"left","right","spotted","11","on"
"2016",600,"END",0,"1","red","flashing",2,"left","right","spotted","11","on"
"2216",600,"END",0,"3","royalblue","flashing",2,"left","right","spotted","11","on"
"2416",600,"END",0,"4","white","flashing",2,"right","left","spotted","11","on"
"1117",600.566,"END",0,"1","amber","continuous",1,"left","right","smalleye","12","on"
"1917",601,"END",0,"6","blue","continuous",2,"right","left","smalleye","12","on"
"2117",600.434,"END",0,"4","green","continuous",2,"right","left","smalleye","12","on"
"2317",601.692,"END",0,"3","red","continuous",1,"left","right","smalleye","12","on"
"387",601.042,"END",0,"2","royalblue","continuous",2,"right","left","smalleye","12","on"
"407",601.469,"END",0,"5","white","continuous",2,"left","right","smalleye","12","on"
"427",600.475,"END",0,"6","amber","flashing",1,"right","left","smalleye","12","on"
"446",381.767,"END",0,"2","blue","flashing",1,"right","left","smalleye","12","on"
"506",602.099,"END",0,"1","green","flashing",1,"left","right","smalleye","12","on"
"525",600.936,"END",0,"3","red","flashing",1,"left","right","smalleye","12","on"
"583",602.101,"END",0,"5","royalblue","flashing",1,"left","right","smalleye","12","on"
"602",600.758,"END",0,"4","white","flashing",1,"right","left","smalleye","12","on"
"2103",600.734,"END",0,"5","amber","continuous",1,"right","left","smalleye","13","on"
"428",600.669,"END",0,"4","blue","continuous",2,"left","right","smalleye","13","on"
"1618",600.402,"END",0,"3","green","continuous",1,"right","left","smalleye","13","on"
"2318",601.367,"END",0,"1","red","continuous",1,"right","left","smalleye","13","on"
"2517",600.701,"END",0,"6","royalblue","continuous",1,"left","right","smalleye","13","on"
"408",601.001,"END",0,"2","white","continuous",1,"left","right","smalleye","13","on"
"429",600.267,"END",0,"6","blue","flashing",2,"right","left","smalleye","13","on"
"457",600.9,"END",0,"2","green","flashing",2,"left","right","smalleye","13","on"
"622",600.4,"END",0,"1","red","flashing",2,"right","left","smalleye","13","on"
"642",600.169,"END",0,"4","royalblue","flashing",2,"left","right","smalleye","13","on"
"662",600.599,"END",0,"3","white","flashing",2,"right","left","smalleye","13","on"
"1019",601.594,"END",0,"6","amber","continuous",1,"right","left","blonde","14","on"
"1619",600.067,"END",0,"5","blue","continuous",1,"left","right","blonde","14","on"
"2119",599.722,"END",0,"3","green","continuous",1,"left","right","blonde","14","on"
"2518",600,"END",0,"4","red","continuous",1,"right","left","blonde","14","on"
"3113",600,"END",0,"1","royalblue","continuous",1,"left","right","blonde","14","on"
"458",600.399,"END",0,"2","white","continuous",1,"right","left","blonde","14","on"
"478",600,"END",0,"5","amber","flashing",2,"left","right","blonde","14","on"
"498",600,"END",0,"4","blue","flashing",2,"right","left","blonde","14","on"
"565",601.233,"END",0,"1","green","flashing",2,"left","right","blonde","14","on"
"585",600,"END",0,"6","red","flashing",2,"right","left","blonde","14","on"
"653",604.685,"END",0,"3","royalblue","flashing",2,"left","right","blonde","14","on"
"722",603.333,"END",0,"2","white","flashing",2,"right","left","blonde","14","on"
"920",600.866,"END",0,"4","amber","continuous",2,"left","right","blonde","15","on"
"1620",599.668,"END",0,"1","blue","continuous",2,"right","left","blonde","15","on"
"1820",600.143,"END",0,"6","green","continuous",2,"left","right","blonde","15","on"
"2020",600.946,"END",0,"5","red","continuous",2,"right","left","blonde","15","on"
"2819",600.899,"END",0,"3","royalblue","continuous",2,"right","left","blonde","15","on"
"4010",599.167,"END",0,"2","white","continuous",2,"left","right","blonde","15","on"
"4211",600,"END",0,"5","amber","flashing",1,"right","left","blonde","15","on"
"469",602.858,"END",0,"2","blue","flashing",1,"left","right","blonde","15","on"
"489",600,"END",0,"6","green","flashing",1,"left","right","blonde","15","on"
"509",600,"END",0,"3","red","flashing",1,"right","left","blonde","15","on"
"605",600,"END",0,"1","royalblue","flashing",1,"right","left","blonde","15","on"
"625",600,"END",0,"4","white","flashing",1,"left","right","blonde","15","on"
"2106",599.908,"END",0,"3","amber","continuous",1,"left","right","blonde","16","on"
"1321",602.901,"END",0,"1","blue","continuous",1,"left","right","blonde","16","on"
"1521",600,"END",0,"5","green","continuous",1,"left","right","blonde","16","on"
"1721",600,"END",0,"4","red","continuous",1,"right","left","blonde","16","on"
"1921",600,"END",0,"6","royalblue","continuous",1,"right","left","blonde","16","on"
"2620",602,"END",0,"2","white","continuous",2,"right","left","blonde","16","on"
"2820",600,"END",0,"3","amber","flashing",2,"left","right","blonde","16","on"
"3011",600,"END",0,"5","blue","flashing",2,"left","right","blonde","16","on"
"3213",600,"END",0,"4","green","flashing",2,"right","left","blonde","16","on"
"3811",600.357,"END",0,"2","red","flashing",2,"right","left","blonde","16","on"
"4011",600,"END",0,"6","royalblue","flashing",2,"left","right","blonde","16","on"
"4910",600,"END",0,"1","white","flashing",2,"left","right","blonde","16","on"
"2107",600,"END",0,"1","amber","continuous",2,"right","left","spotted","17","on"
"450",600,"END",0,"5","blue","continuous",2,"right","left","spotted","17","on"
"627",600,"END",0,"6","green","continuous",2,"left","right","spotted","17","on"
"821",600,"END",0,"3","red","continuous",2,"right","left","spotted","17","on"
"1022",600,"END",0,"2","royalblue","continuous",2,"left","right","spotted","17","on"
"1222",600,"END",0,"4","white","continuous",2,"left","right","spotted","17","on"
"1422",600,"END",0,"1","amber","flashing",1,"right","left","spotted","17","on"
"1622",600,"END",0,"6","blue","flashing",1,"left","right","spotted","17","on"
"1822",600,"END",0,"2","green","flashing",1,"left","right","spotted","17","on"
"2022",600,"END",0,"4","red","flashing",1,"left","right","spotted","17","on"
"2222",600,"END",0,"5","royalblue","flashing",1,"right","left","spotted","17","on"
"2422",600,"END",0,"1","white","flashing",1,"right","left","spotted","17","on"
"2108",600,"END",0,"4","amber","continuous",1,"right","left","spotted","18","on"
"460",600,"END",0,"6","blue","continuous",1,"right","left","spotted","18","on"
"628",600,"END",0,"2","green","continuous",1,"right","left","spotted","18","on"
"822",600,"END",0,"3","red","continuous",1,"left","right","spotted","18","on"
"1023",600,"END",0,"5","royalblue","continuous",1,"left","right","spotted","18","on"
"1223",600,"END",0,"1","white","continuous",1,"left","right","spotted","18","on"
"1423",600,"END",0,"4","amber","flashing",2,"right","left","spotted","18","on"
"1623",600,"END",0,"6","blue","flashing",2,"right","left","spotted","18","on"
"1823",600,"END",0,"5","green","flashing",2,"left","right","spotted","18","on"
"2023",600,"END",0,"1","red","flashing",2,"left","right","spotted","18","on"
"2223",600,"END",0,"2","royalblue","flashing",2,"right","left","spotted","18","on"
"2423",600,"END",0,"3","white","flashing",2,"left","right","spotted","18","on"
"924",601.434,"END",0,"5","amber","continuous",2,"right","left","blonde","19","on"
"1624",601,"END",0,"1","blue","continuous",2,"right","left","blonde","19","on"
"2917",599,"END",0,"3","green","continuous",2,"right","left","blonde","19","on"
"3912",601.433,"END",0,"6","red","continuous",2,"left","right","blonde","19","on"
"4213",601,"END",0,"2","royalblue","continuous",2,"left","right","blonde","19","on"
"5211",601.033,"END",0,"4","white","continuous",2,"left","right","blonde","19","on"
"654",599.899,"END",0,"4","amber","flashing",2,"left","right","blonde","19","on"
"693",599.166,"END",0,"5","blue","flashing",1,"right","left","blonde","19","on"
"871",601.58,"END",0,"2","green","flashing",1,"left","right","blonde","19","on"
"1131",600.633,"END",0,"1","red","flashing",1,"right","left","blonde","19","on"
"1151",600.333,"END",0,"3","royalblue","flashing",1,"right","left","blonde","19","on"
"1251",600,"END",0,"6","white","flashing",1,"left","right","blonde","19","on"
"2125",600,"END",0,"2","amber","continuous",1,"right","left","blonde","20","on"
"729",599.495,"END",0,"1","blue","continuous",1,"left","right","blonde","20","on"
"926",600,"END",0,"6","green","continuous",1,"right","left","blonde","20","on"
"1132",600,"END",0,"4","red","continuous",1,"right","left","blonde","20","on"
"1325",600,"END",0,"5","royalblue","continuous",1,"left","right","blonde","20","on"
"1525",600,"END",0,"3","white","continuous",1,"left","right","blonde","20","on"
"1725",600.245,"END",0,"2","amber","flashing",2,"right","left","blonde","20","on"
"2325",599.801,"END",0,"3","blue","flashing",2,"left","right","blonde","20","on"
"2522",600.249,"END",0,"5","green","flashing",2,"right","left","blonde","20","on"
"3413",601.94,"END",0,"1","red","flashing",2,"left","right","blonde","20","on"
"3613",600.249,"END",0,"6","royalblue","flashing",2,"left","right","blonde","20","on"
"3913",600.612,"END",0,"4","white","flashing",2,"left","right","blonde","20","on"
"1626",600.9,"END",0,"1","amber","continuous",2,"right","left","spotted","21","on"
"3315",603.9,"END",0,"3","blue","continuous",2,"right","left","spotted","21","on"
"3514",600.667,"END",0,"5","green","continuous",2,"right","left","spotted","21","on"
"3714",601,"END",0,"6","red","continuous",2,"left","right","spotted","21","on"
"3914",601.867,"END",0,"4","royalblue","continuous",2,"left","right","spotted","21","on"
"4912",601,"END",0,"2","white","continuous",2,"left","right","spotted","21","on"
"5115",600.203,"END",0,"6","amber","flashing",1,"left","right","spotted","21","on"
"684",594,"END",0,"3","blue","flashing",1,"right","left","spotted","21","on"
"733",601.629,"END",0,"5","green","flashing",1,"right","left","spotted","21","on"
"763",600.203,"END",0,"2","red","flashing",1,"left","right","spotted","21","on"
"8111",600,"END",0,"1","royalblue","flashing",1,"right","left","spotted","21","on"
"852",599.524,"END",0,"4","white","flashing",1,"left","right","spotted","21","on"
"2129",600,"END",0,"5","amber","continuous",1,"left","right","spotted","22","on"
"4100",600,"END",0,"4","blue","continuous",1,"right","left","spotted","22","on"
"637",600,"END",0,"1","green","continuous",1,"left","right","spotted","22","on"
"828",600,"END",0,"6","red","continuous",1,"right","left","spotted","22","on"
"1136",601.544,"END",0,"2","royalblue","continuous",1,"right","left","spotted","22","on"
"1327",600,"END",0,"3","white","continuous",1,"left","right","spotted","22","on"
"1627",600.625,"END",0,"4","amber","flashing",2,"right","left","spotted","22","on"
"1827",600,"END",0,"5","blue","flashing",2,"left","right","spotted","22","on"
"2027",600,"END",0,"2","green","flashing",2,"right","left","spotted","22","on"
"2227",600,"END",0,"6","red","flashing",2,"right","left","spotted","22","on"
"2427",600,"END",0,"3","royalblue","flashing",2,"left","right","spotted","22","on"
"2624",600,"END",0,"1","white","flashing",2,"left","right","spotted","22","on"
"4101",601.673,"END",0,"4","amber","continuous",2,"left","right","spotted","23","on"
"735",603.408,"END",0,"6","blue","continuous",2,"left","right","spotted","23","on"
"929",599.139,"END",0,"1","green","continuous",2,"right","left","spotted","23","on"
"1138",603.769,"END",0,"5","red","continuous",2,"right","left","spotted","23","on"
"1328",601.703,"END",0,"2","royalblue","continuous",2,"left","right","spotted","23","on"
"1928",599.333,"END",0,"3","white","continuous",2,"right","left","spotted","23","on"
"2132",600,"END",0,"6","amber","flashing",1,"left","right","spotted","23","on"
"2328",600,"END",0,"4","blue","flashing",1,"left","right","spotted","23","on"
"2525",600,"END",0,"5","green","flashing",1,"right","left","spotted","23","on"
"2724",600,"END",0,"3","red","flashing",1,"right","left","spotted","23","on"
"2920",600,"END",0,"2","royalblue","flashing",1,"left","right","spotted","23","on"
"3715",599.833,"END",0,"1","white","flashing",1,"right","left","spotted","23","on"
"736",600.756,"END",0,"2","amber","continuous",2,"right","left","blonde","24","on"
"1629",603.418,"END",0,"1","blue","continuous",2,"left","right","blonde","24","on"
"2626",603.769,"END",0,"6","green","continuous",2,"right","left","blonde","24","on"
"3317",600.795,"END",0,"5","red","continuous",2,"left","right","blonde","24","on"
"3616",599.749,"END",0,"4","royalblue","continuous",2,"right","left","blonde","24","on"
"4413",601.37,"END",0,"3","white","continuous",2,"left","right","blonde","24","on"
"4913",599.467,"END",0,"5","amber","flashing",1,"left","right","blonde","24","on"
"5213",603.133,"END",0,"2","blue","flashing",1,"right","left","blonde","24","on"
"608",602.5,"END",0,"1","green","flashing",1,"left","right","blonde","24","on"
"6212",600,"END",0,"6","red","flashing",1,"right","left","blonde","24","on"
"646",600,"END",0,"4","royalblue","flashing",1,"right","left","blonde","24","on"
"695",603.699,"END",0,"3","white","flashing",1,"left","right","blonde","24","on"
"833",601.3,"END",0,"1","amber","continuous",1,"right","left","blonde","25","on"
"1032",601.3,"END",0,"2","blue","continuous",1,"left","right","blonde","25","on"
"1232",601.3,"END",0,"3","green","continuous",1,"right","left","blonde","25","on"
"1430",601.3,"END",0,"6","red","continuous",1,"left","right","blonde","25","on"
"1630",601.3,"END",0,"4","royalblue","continuous",1,"left","right","blonde","25","on"
"1830",601.3,"END",0,"5","white","continuous",1,"right","left","blonde","25","on"
"2430",602.296,"END",0,"4","amber","flashing",2,"right","left","blonde","25","on"
"3417",599.259,"END",0,"1","blue","flashing",2,"left","right","blonde","25","on"
"4315",601.635,"END",0,"3","green","flashing",2,"left","right","blonde","25","on"
"4814",599.408,"END",0,"1","red","flashing",2,"right","left","blonde","25","on"
"5313",600.034,"END",0,"5","royalblue","flashing",2,"right","left","blonde","25","on"
"5511",602.052,"END",0,"6","white","flashing",2,"left","right","blonde","25","on"
"2137",600.239,"END",0,"6","amber","continuous",2,"right","left","blonde","26","on"
"4104",600.239,"END",0,"3","blue","continuous",2,"left","right","blonde","26","on"
"647",600.239,"END",0,"2","green","continuous",2,"right","left","blonde","26","on"
"834",600.239,"END",0,"5","red","continuous",2,"left","right","blonde","26","on"
"1033",600.239,"END",0,"4","royalblue","continuous",2,"right","left","blonde","26","on"
"1431",600.239,"END",0,"1","white","continuous",2,"left","right","blonde","26","on"
"1631",603.939,"END",0,"6","amber","flashing",1,"right","left","blonde","26","on"
"2138",603.939,"END",0,"1","blue","flashing",1,"left","right","blonde","26","on"
"2331",603.939,"END",0,"2","green","flashing",1,"right","left","blonde","26","on"
"2528",603.939,"END",0,"3","red","flashing",1,"left","right","blonde","26","on"
"2727",603.939,"END",0,"4","royalblue","flashing",1,"right","left","blonde","26","on"
"2923",603.939,"END",0,"5","white","flashing",1,"left","right","blonde","26","on"
"2139",599.268,"END",0,"4","amber","continuous",2,"left","right","spotted","27","on"
"4105",599.268,"END",0,"3","blue","continuous",2,"right","left","spotted","27","on"
"648",599.268,"END",0,"6","green","continuous",2,"left","right","spotted","27","on"
"934",599.268,"END",0,"1","red","continuous",2,"right","left","spotted","27","on"
"1147",599.268,"END",0,"2","royalblue","continuous",2,"left","right","spotted","27","on"
"1332",599.268,"END",0,"5","white","continuous",2,"right","left","spotted","27","on"
"1532",601.755,"END",0,"3","amber","flashing",1,"right","left","spotted","27","on"
"1732",601.755,"END",0,"6","blue","flashing",1,"left","right","spotted","27","on"
"1932",601.755,"END",0,"4","green","flashing",1,"left","right","spotted","27","on"
"2140",601.755,"END",0,"5","red","flashing",1,"right","left","spotted","27","on"
"2432",601.755,"END",0,"1","royalblue","flashing",1,"right","left","spotted","27","on"
"2629",601.755,"END",0,"2","white","flashing",1,"left","right","spotted","27","on"
