"","time","code","class","light_order","light_colour","light_type","type_order","light_side","control_side","species","trial_number","wing_length","mls","light_mode"
"4712",516.026,"stationary_light",1,"2","white","continuous",2,"left","right","spotted","21",31.901,"under","on"
"4812",597.406,"stationary_light_stop",5,"2","white","continuous",2,"left","right","spotted","21",31.901,"under","on"
"655",436.965,"stationary_control",3,"3","blue","flashing",1,"right","left","spotted","21",31.901,"under","on"
"665",465.659,"stationary_control_stop",7,"3","blue","flashing",1,"right","left","spotted","21",31.901,"under","on"
"753",324.506,"stationary_light_stop",5,"2","red","flashing",1,"left","right","spotted","21",31.901,"under","on"
"1528",445.868,"stationary_light_stop",5,"3","white","continuous",2,"right","left","spotted","23",48.91,"over","on"
"1828",546.715,"stationary_light",1,"3","white","continuous",2,"right","left","spotted","23",48.91,"over","on"
"1529",536.292,"stationary_control",3,"1","blue","continuous",2,"left","right","blonde","24",24.916,"under","on"
"4314",564.321,"stationary_control",3,"3","white","continuous",2,"left","right","blonde","24",24.916,"under","on"
"676",307.191,"stationary_control",3,"3","white","flashing",1,"left","right","blonde","24",24.916,"under","on"
"4103",390.403,"stationary_light",1,"1","amber","continuous",1,"right","left","blonde","25",28.174,"under","on"
"570",417.586,"stationary_light_stop",5,"1","amber","continuous",1,"right","left","blonde","25",28.174,"under","on"
"737",513.355,"stationary_control",3,"1","amber","continuous",1,"right","left","blonde","25",28.174,"under","on"
"3219",515.314,"stationary_control",3,"1","blue","flashing",2,"left","right","blonde","25",28.174,"under","on"
"3318",547.205,"stationary_control_stop",7,"1","blue","flashing",2,"left","right","blonde","25",28.174,"under","on"
"4414",367.77,"stationary_light",1,"1","red","flashing",2,"right","left","blonde","25",28.174,"under","on"
"4514",382.042,"stationary_light_stop",5,"1","red","flashing",2,"right","left","blonde","25",28.174,"under","on"
"4614",481.155,"stationary_light",1,"1","red","flashing",2,"right","left","blonde","25",28.174,"under","on"
"4714",533.719,"stationary_light_stop",5,"1","red","flashing",2,"right","left","blonde","25",28.174,"under","on"
"5013",343.194,"stationary_light_stop",5,"5","royalblue","flashing",2,"right","left","blonde","25",28.174,"under","on"
"5214",373.486,"stationary_light",1,"5","royalblue","flashing",2,"right","left","blonde","25",28.174,"under","on"
"18",600,"END",0,"6","amber","continuous",2,"left","right","spotted","1",47.792,"over","on"
"22",600,"END",0,"5","blue","continuous",2,"right","left","spotted","1",47.792,"over","on"
"29",449.835,"END",0,"2","green","continuous",2,"right","left","spotted","1",47.792,"over","on"
"44",601.167,"END",0,"3","red","continuous",2,"right","left","spotted","1",47.792,"over","on"
"52",602.8,"END",0,"4","royalblue","continuous",2,"left","right","spotted","1",47.792,"over","on"
"58",599.599,"END",0,"1","white","continuous",2,"left","right","spotted","1",47.792,"over","on"
"72",600.067,"END",0,"6","amber","flashing",1,"right","left","spotted","1",47.792,"over","on"
"82",600.957,"END",0,"3","blue","flashing",1,"left","right","spotted","1",47.792,"over","on"
"93",600.902,"END",0,"4","red","flashing",1,"right","left","spotted","1",47.792,"over","on"
"95",600.334,"END",0,"5","royalblue","flashing",1,"left","right","spotted","1",47.792,"over","on"
"101",600,"END",0,"2","green","flashing",2,"right","left","spotted","1",47.792,"over","on"
"118",599.901,"END",0,"1","white","flashing",2,"left","right","spotted","1",47.792,"over","on"
"120",600.269,"END",0,"1","amber","continuous",2,"left","right","spotted","2",33.627,"under","on"
"127",600.668,"END",0,"1","blue","continuous",2,"right","left","spotted","2",33.627,"under","on"
"130",602.766,"END",0,"5","green","continuous",2,"right","left","spotted","2",33.627,"under","on"
"133",600.767,"END",0,"3","red","continuous",2,"right","left","spotted","2",33.627,"under","on"
"138",601.1,"END",0,"2","royalblue","continuous",2,"left","right","spotted","2",33.627,"under","on"
"141",600.1,"END",0,"4","white","continuous",2,"left","right","spotted","2",33.627,"under","on"
"150",601,"END",0,"2","amber","flashing",1,"right","left","spotted","2",33.627,"under","on"
"159",601.634,"END",0,"2","blue","flashing",1,"left","right","spotted","2",33.627,"under","on"
"167",600.772,"END",0,"6","green","flashing",1,"left","right","spotted","2",33.627,"under","on"
"177",601.067,"END",0,"1","red","flashing",1,"right","left","spotted","2",33.627,"under","on"
"185",600.639,"END",0,"5","royalblue","flashing",1,"right","left","spotted","2",33.627,"under","on"
"193",599.066,"END",0,"4","white","flashing",1,"left","right","spotted","2",33.627,"under","on"
"195",600.171,"END",0,"1","amber","continuous",1,"right","left","spotted","3",37.201,"under","on"
"197",600.174,"END",0,"3","blue","continuous",1,"right","left","spotted","3",37.201,"under","on"
"199",599.907,"END",0,"2","green","continuous",1,"left","right","spotted","3",37.201,"under","on"
"206",600.701,"END",0,"5","red","continuous",1,"right","left","spotted","3",37.201,"under","on"
"208",600.043,"END",0,"4","royalblue","continuous",1,"left","right","spotted","3",37.201,"under","on"
"213",600.176,"END",0,"6","white","continuous",1,"left","right","spotted","3",37.201,"under","on"
"217",480.399,"END",0,"1","amber","flashing",2,"left","right","spotted","3",37.201,"under","on"
"219",600.999,"END",0,"6","blue","flashing",2,"right","left","spotted","3",37.201,"under","on"
"228",600.567,"END",0,"3","green","flashing",2,"left","right","spotted","3",37.201,"under","on"
"232",599.467,"END",0,"4","red","flashing",2,"right","left","spotted","3",37.201,"under","on"
"235",600.299,"END",0,"2","royalblue","flashing",2,"right","left","spotted","3",37.201,"under","on"
"239",599.102,"END",0,"5","white","flashing",2,"left","right","spotted","3",37.201,"under","on"
"241",599.335,"END",0,"2","amber","continuous",1,"right","left","spotted","4",32.184,"under","on"
"243",599.334,"END",0,"3","blue","continuous",1,"left","right","spotted","4",32.184,"under","on"
"245",599.533,"END",0,"5","green","continuous",1,"left","right","spotted","4",32.184,"under","on"
"247",601.034,"END",0,"6","red","continuous",1,"right","left","spotted","4",32.184,"under","on"
"250",599,"END",0,"1","royalblue","continuous",1,"left","right","spotted","4",32.184,"under","on"
"252",599.335,"END",0,"4","white","continuous",1,"right","left","spotted","4",32.184,"under","on"
"266",601,"END",0,"2","amber","flashing",2,"left","right","spotted","4",32.184,"under","on"
"278",599.769,"END",0,"3","blue","flashing",2,"right","left","spotted","4",32.184,"under","on"
"284",600.734,"END",0,"2","green","flashing",2,"right","left","spotted","4",32.184,"under","on"
"286",600.606,"END",0,"6","red","flashing",2,"left","right","spotted","4",32.184,"under","on"
"288",601.467,"END",0,"5","royalblue","flashing",2,"right","left","spotted","4",32.184,"under","on"
"290",599.601,"END",0,"4","white","flashing",2,"left","right","spotted","4",32.184,"under","on"
"291",601.933,"END",0,"4","amber","continuous",2,"left","right","blonde","5",53.026,"over","on"
"910",599.4,"END",0,"1","blue","continuous",2,"right","left","blonde","5",53.026,"over","on"
"1510",600.367,"END",0,"2","green","continuous",2,"left","right","blonde","5",53.026,"over","on"
"1710",601.867,"END",0,"2","red","continuous",2,"right","left","blonde","5",53.026,"over","on"
"1910",601.068,"END",0,"5","royalblue","continuous",2,"right","left","blonde","5",53.026,"over","on"
"2110",600,"END",0,"6","white","continuous",2,"left","right","blonde","5",53.026,"over","on"
"2810",600,"END",0,"5","amber","flashing",1,"left","right","blonde","5",53.026,"over","on"
"371",599.967,"END",0,"3","blue","flashing",1,"left","right","blonde","5",53.026,"over","on"
"391",601.1,"END",0,"6","green","flashing",1,"left","right","blonde","5",53.026,"over","on"
"411",599.872,"END",0,"4","red","flashing",1,"right","left","blonde","5",53.026,"over","on"
"481",600,"END",0,"1","royalblue","flashing",1,"left","right","blonde","5",53.026,"over","on"
"501",600,"END",0,"2","white","flashing",2,"right","left","blonde","5",53.026,"over","on"
"293",600.033,"END",0,"4","amber","continuous",1,"right","left","blonde","6",15.871,"under","on"
"711",599.567,"END",0,"3","blue","continuous",1,"left","right","blonde","6",15.871,"under","on"
"911",599.999,"END",0,"6","green","continuous",1,"right","left","blonde","6",15.871,"under","on"
"1811",600.466,"END",0,"1","red","continuous",2,"left","right","blonde","6",15.871,"under","on"
"2011",600.334,"END",0,"5","royalblue","continuous",1,"left","right","blonde","6",15.871,"under","on"
"294",600,"END",0,"2","white","continuous",1,"right","left","blonde","6",15.871,"under","on"
"402",600.441,"END",0,"4","amber","flashing",2,"left","right","blonde","6",15.871,"under","on"
"531",602.967,"END",0,"1","blue","flashing",2,"right","left","blonde","6",15.871,"under","on"
"601",600.34,"END",0,"3","green","flashing",2,"right","left","blonde","6",15.871,"under","on"
"631",600.446,"END",0,"6","red","flashing",2,"left","right","blonde","6",15.871,"under","on"
"731",600.667,"END",0,"2","royalblue","flashing",2,"left","right","blonde","6",15.871,"under","on"
"801",600.438,"END",0,"5","white","flashing",2,"right","left","blonde","6",15.871,"under","on"
"413",600.535,"END",0,"1","amber","continuous",2,"right","left","blonde","7",22.092,"under","on"
"1012",601,"END",0,"2","blue","continuous",2,"left","right","blonde","7",22.092,"under","on"
"1512",600.101,"END",0,"6","green","continuous",2,"left","right","blonde","7",22.092,"under","on"
"2012",604.5,"END",0,"5","red","continuous",2,"right","left","blonde","7",22.092,"under","on"
"2312",599.808,"END",0,"4","royalblue","continuous",2,"left","right","blonde","7",22.092,"under","on"
"315",600.401,"END",0,"3","white","continuous",2,"right","left","blonde","7",22.092,"under","on"
"383",601.3,"END",0,"2","amber","flashing",1,"right","left","blonde","7",22.092,"under","on"
"433",600.066,"END",0,"6","blue","flashing",1,"right","left","blonde","7",22.092,"under","on"
"453",600.335,"END",0,"4","green","flashing",1,"left","right","blonde","7",22.092,"under","on"
"552",600.8,"END",0,"1","red","flashing",1,"left","right","blonde","7",22.092,"under","on"
"572",600.436,"END",0,"4","royalblue","flashing",1,"right","left","blonde","7",22.092,"under","on"
"592",600.601,"END",0,"5","white","flashing",1,"left","right","blonde","7",22.092,"under","on"
"297",600.434,"END",0,"6","amber","continuous",1,"right","left","blonde","8",23.02,"under","on"
"415",600.434,"END",0,"3","blue","continuous",1,"left","right","blonde","8",23.02,"under","on"
"1513",600.734,"END",0,"1","green","continuous",1,"left","right","blonde","8",23.02,"under","on"
"1913",601.267,"END",0,"2","red","continuous",1,"right","left","blonde","8",23.02,"under","on"
"2113",600.434,"END",0,"4","royalblue","continuous",1,"right","left","blonde","8",23.02,"under","on"
"2313",600.434,"END",0,"5","white","continuous",1,"left","right","blonde","8",23.02,"under","on"
"298",599.901,"END",0,"3","amber","flashing",2,"right","left","blonde","8",23.02,"under","on"
"317",600.566,"END",0,"5","blue","flashing",2,"right","left","blonde","8",23.02,"under","on"
"404",599.167,"END",0,"1","green","flashing",2,"right","left","blonde","8",23.02,"under","on"
"424",600.168,"END",0,"4","red","flashing",2,"left","right","blonde","8",23.02,"under","on"
"504",600,"END",0,"2","royalblue","flashing",2,"left","right","blonde","8",23.02,"under","on"
"523",600.133,"END",0,"6","white","flashing",2,"left","right","blonde","8",23.02,"under","on"
"1314",603,"END",0,"1","amber","continuous",2,"right","left","blonde","9",22.637,"under","on"
"1514",600,"END",0,"4","blue","continuous",2,"left","right","blonde","9",22.637,"under","on"
"2314",603.067,"END",0,"2","green","continuous",2,"left","right","blonde","9",22.637,"under","on"
"2514",600,"END",0,"3","red","continuous",2,"right","left","blonde","9",22.637,"under","on"
"2714",600,"END",0,"5","royalblue","continuous",2,"right","left","blonde","9",22.637,"under","on"
"2910",600,"END",0,"6","white","continuous",2,"left","right","blonde","9",22.637,"under","on"
"319",600,"END",0,"4","amber","flashing",1,"right","left","blonde","9",22.637,"under","on"
"335",600,"END",0,"3","blue","flashing",1,"left","right","blonde","9",22.637,"under","on"
"355",600,"END",0,"5","green","flashing",1,"left","right","blonde","9",22.637,"under","on"
"375",600,"END",0,"6","red","flashing",1,"right","left","blonde","9",22.637,"under","on"
"395",600,"END",0,"1","royalblue","flashing",1,"left","right","blonde","9",22.637,"under","on"
"418",600,"END",0,"2","white","flashing",1,"right","left","blonde","9",22.637,"under","on"
"2100",601,"END",0,"5","amber","continuous",2,"left","right","spotted","10",33.765,"under","on"
"419",601,"END",0,"3","blue","continuous",2,"left","right","spotted","10",33.765,"under","on"
"1515",600.734,"END",0,"1","green","continuous",2,"left","right","spotted","10",33.765,"under","on"
"1715",599.399,"END",0,"4","red","continuous",2,"right","left","spotted","10",33.765,"under","on"
"2215",600.867,"END",0,"2","royalblue","continuous",2,"right","left","spotted","10",33.765,"under","on"
"2415",600.836,"END",0,"6","white","continuous",2,"right","left","spotted","10",33.765,"under","on"
"2911",600.667,"END",0,"6","amber","flashing",1,"left","right","spotted","10",33.765,"under","on"
"376",599.8,"END",0,"5","blue","flashing",1,"right","left","spotted","10",33.765,"under","on"
"4110",599.333,"END",0,"2","green","flashing",2,"left","right","spotted","10",33.765,"under","on"
"435",600,"END",0,"3","red","flashing",1,"right","left","spotted","10",33.765,"under","on"
"455",600.299,"END",0,"4","royalblue","flashing",1,"left","right","spotted","10",33.765,"under","on"
"519",601.634,"END",0,"1","white","flashing",1,"right","left","spotted","10",33.765,"under","on"
"2101",600,"END",0,"1","amber","continuous",1,"right","left","spotted","11",38.35,"under","on"
"420",600,"END",0,"4","blue","continuous",1,"left","right","spotted","11",38.35,"under","on"
"616",600,"END",0,"2","green","continuous",1,"left","right","spotted","11",38.35,"under","on"
"815",600,"END",0,"3","red","continuous",1,"right","left","spotted","11",38.35,"under","on"
"1016",600,"END",0,"6","royalblue","continuous",1,"left","right","spotted","11",38.35,"under","on"
"1216",600,"END",0,"5","white","continuous",1,"right","left","spotted","11",38.35,"under","on"
"1416",600,"END",0,"2","amber","flashing",2,"right","left","spotted","11",38.35,"under","on"
"1616",600,"END",0,"6","blue","flashing",2,"right","left","spotted","11",38.35,"under","on"
"1816",600,"END",0,"3","green","flashing",2,"left","right","spotted","11",38.35,"under","on"
"2016",600,"END",0,"1","red","flashing",2,"left","right","spotted","11",38.35,"under","on"
"2216",600,"END",0,"3","royalblue","flashing",2,"left","right","spotted","11",38.35,"under","on"
"2416",600,"END",0,"4","white","flashing",2,"right","left","spotted","11",38.35,"under","on"
"1117",600.566,"END",0,"1","amber","continuous",1,"left","right","smalleye","12",42.69,"under","on"
"1917",601,"END",0,"6","blue","continuous",2,"right","left","smalleye","12",42.69,"under","on"
"2117",600.434,"END",0,"4","green","continuous",2,"right","left","smalleye","12",42.69,"under","on"
"2317",601.692,"END",0,"3","red","continuous",1,"left","right","smalleye","12",42.69,"under","on"
"387",601.042,"END",0,"2","royalblue","continuous",2,"right","left","smalleye","12",42.69,"under","on"
"407",601.469,"END",0,"5","white","continuous",2,"left","right","smalleye","12",42.69,"under","on"
"427",600.475,"END",0,"6","amber","flashing",1,"right","left","smalleye","12",42.69,"under","on"
"446",381.767,"END",0,"2","blue","flashing",1,"right","left","smalleye","12",42.69,"under","on"
"506",602.099,"END",0,"1","green","flashing",1,"left","right","smalleye","12",42.69,"under","on"
"525",600.936,"END",0,"3","red","flashing",1,"left","right","smalleye","12",42.69,"under","on"
"583",602.101,"END",0,"5","royalblue","flashing",1,"left","right","smalleye","12",42.69,"under","on"
"602",600.758,"END",0,"4","white","flashing",1,"right","left","smalleye","12",42.69,"under","on"
"2103",600.734,"END",0,"5","amber","continuous",1,"right","left","smalleye","13",41.709,"under","on"
"428",600.669,"END",0,"4","blue","continuous",2,"left","right","smalleye","13",41.709,"under","on"
"1618",600.402,"END",0,"3","green","continuous",1,"right","left","smalleye","13",41.709,"under","on"
"2318",601.367,"END",0,"1","red","continuous",1,"right","left","smalleye","13",41.709,"under","on"
"2517",600.701,"END",0,"6","royalblue","continuous",1,"left","right","smalleye","13",41.709,"under","on"
"408",601.001,"END",0,"2","white","continuous",1,"left","right","smalleye","13",41.709,"under","on"
"429",600,"END",0,"6","amber","flashing",2,"left","right","smalleye","13",41.709,"under","on"
"447",600.267,"END",0,"6","blue","flashing",2,"right","left","smalleye","13",41.709,"under","on"
"477",600.9,"END",0,"2","green","flashing",2,"left","right","smalleye","13",41.709,"under","on"
"642",600.4,"END",0,"1","red","flashing",2,"right","left","smalleye","13",41.709,"under","on"
"662",600.169,"END",0,"4","royalblue","flashing",2,"left","right","smalleye","13",41.709,"under","on"
"682",600.599,"END",0,"3","white","flashing",2,"right","left","smalleye","13",41.709,"under","on"
"1019",601.594,"END",0,"6","amber","continuous",1,"right","left","blonde","14",19.584,"under","on"
"1619",600.067,"END",0,"5","blue","continuous",1,"left","right","blonde","14",19.584,"under","on"
"2119",599.722,"END",0,"3","green","continuous",1,"left","right","blonde","14",19.584,"under","on"
"2518",600,"END",0,"4","red","continuous",1,"right","left","blonde","14",19.584,"under","on"
"3113",600,"END",0,"1","royalblue","continuous",1,"left","right","blonde","14",19.584,"under","on"
"458",600.399,"END",0,"2","white","continuous",1,"right","left","blonde","14",19.584,"under","on"
"478",600,"END",0,"5","amber","flashing",2,"left","right","blonde","14",19.584,"under","on"
"498",600,"END",0,"4","blue","flashing",2,"right","left","blonde","14",19.584,"under","on"
"565",601.233,"END",0,"1","green","flashing",2,"left","right","blonde","14",19.584,"under","on"
"585",600,"END",0,"6","red","flashing",2,"right","left","blonde","14",19.584,"under","on"
"653",604.685,"END",0,"3","royalblue","flashing",2,"left","right","blonde","14",19.584,"under","on"
"722",603.333,"END",0,"2","white","flashing",2,"right","left","blonde","14",19.584,"under","on"
"920",600.866,"END",0,"4","amber","continuous",2,"left","right","blonde","15",18.886,"under","on"
"1620",599.668,"END",0,"1","blue","continuous",2,"right","left","blonde","15",18.886,"under","on"
"1820",600.143,"END",0,"6","green","continuous",2,"left","right","blonde","15",18.886,"under","on"
"2020",600.946,"END",0,"5","red","continuous",2,"right","left","blonde","15",18.886,"under","on"
"2819",600.899,"END",0,"3","royalblue","continuous",2,"right","left","blonde","15",18.886,"under","on"
"4010",599.167,"END",0,"2","white","continuous",2,"left","right","blonde","15",18.886,"under","on"
"4211",600,"END",0,"5","amber","flashing",1,"right","left","blonde","15",18.886,"under","on"
"469",602.858,"END",0,"2","blue","flashing",1,"left","right","blonde","15",18.886,"under","on"
"489",600,"END",0,"6","green","flashing",1,"left","right","blonde","15",18.886,"under","on"
"509",600,"END",0,"3","red","flashing",1,"right","left","blonde","15",18.886,"under","on"
"605",600,"END",0,"1","royalblue","flashing",1,"right","left","blonde","15",18.886,"under","on"
"625",600,"END",0,"4","white","flashing",1,"left","right","blonde","15",18.886,"under","on"
"2106",599.908,"END",0,"3","amber","continuous",1,"left","right","blonde","16",16.53,"under","on"
"1321",602.901,"END",0,"1","blue","continuous",1,"left","right","blonde","16",16.53,"under","on"
"1521",600,"END",0,"5","green","continuous",1,"left","right","blonde","16",16.53,"under","on"
"1721",600,"END",0,"4","red","continuous",1,"right","left","blonde","16",16.53,"under","on"
"1921",600,"END",0,"6","royalblue","continuous",1,"right","left","blonde","16",16.53,"under","on"
"2620",602,"END",0,"2","white","continuous",2,"right","left","blonde","16",16.53,"under","on"
"2820",600,"END",0,"3","amber","flashing",2,"left","right","blonde","16",16.53,"under","on"
"3011",600,"END",0,"5","blue","flashing",2,"left","right","blonde","16",16.53,"under","on"
"3213",600,"END",0,"4","green","flashing",2,"right","left","blonde","16",16.53,"under","on"
"3811",600.357,"END",0,"2","red","flashing",2,"right","left","blonde","16",16.53,"under","on"
"4011",600,"END",0,"6","royalblue","flashing",2,"left","right","blonde","16",16.53,"under","on"
"4910",600,"END",0,"1","white","flashing",2,"left","right","blonde","16",16.53,"under","on"
"2107",600,"END",0,"1","amber","continuous",2,"right","left","spotted","17",18.007,"under","on"
"450",600,"END",0,"5","blue","continuous",2,"right","left","spotted","17",18.007,"under","on"
"627",600,"END",0,"6","green","continuous",2,"left","right","spotted","17",18.007,"under","on"
"821",600,"END",0,"3","red","continuous",2,"right","left","spotted","17",18.007,"under","on"
"1022",600,"END",0,"2","royalblue","continuous",2,"left","right","spotted","17",18.007,"under","on"
"1222",600,"END",0,"4","white","continuous",2,"left","right","spotted","17",18.007,"under","on"
"1422",600,"END",0,"1","amber","flashing",1,"right","left","spotted","17",18.007,"under","on"
"1622",600,"END",0,"6","blue","flashing",1,"left","right","spotted","17",18.007,"under","on"
"1822",600,"END",0,"2","green","flashing",1,"left","right","spotted","17",18.007,"under","on"
"2022",600,"END",0,"4","red","flashing",1,"left","right","spotted","17",18.007,"under","on"
"2222",600,"END",0,"5","royalblue","flashing",1,"right","left","spotted","17",18.007,"under","on"
"2422",600,"END",0,"1","white","flashing",1,"right","left","spotted","17",18.007,"under","on"
"2108",600,"END",0,"4","amber","continuous",1,"right","left","spotted","18",13.458,"under","on"
"460",600,"END",0,"6","blue","continuous",1,"right","left","spotted","18",13.458,"under","on"
"628",600,"END",0,"2","green","continuous",1,"right","left","spotted","18",13.458,"under","on"
"822",600,"END",0,"3","red","continuous",1,"left","right","spotted","18",13.458,"under","on"
"1023",600,"END",0,"5","royalblue","continuous",1,"left","right","spotted","18",13.458,"under","on"
"1223",600,"END",0,"1","white","continuous",1,"left","right","spotted","18",13.458,"under","on"
"1423",600,"END",0,"4","amber","flashing",2,"right","left","spotted","18",13.458,"under","on"
"1623",600,"END",0,"6","blue","flashing",2,"right","left","spotted","18",13.458,"under","on"
"1823",600,"END",0,"5","green","flashing",2,"left","right","spotted","18",13.458,"under","on"
"2023",600,"END",0,"1","red","flashing",2,"left","right","spotted","18",13.458,"under","on"
"2223",600,"END",0,"2","royalblue","flashing",2,"right","left","spotted","18",13.458,"under","on"
"2423",600,"END",0,"3","white","flashing",2,"left","right","spotted","18",13.458,"under","on"
"924",601.434,"END",0,"5","amber","continuous",2,"right","left","blonde","19",28.603,"under","on"
"1624",601,"END",0,"1","blue","continuous",2,"right","left","blonde","19",28.603,"under","on"
"2917",599,"END",0,"3","green","continuous",2,"right","left","blonde","19",28.603,"under","on"
"3912",601.433,"END",0,"6","red","continuous",2,"left","right","blonde","19",28.603,"under","on"
"4213",601,"END",0,"2","royalblue","continuous",2,"left","right","blonde","19",28.603,"under","on"
"5211",601.033,"END",0,"4","white","continuous",2,"left","right","blonde","19",28.603,"under","on"
"654",599.899,"END",0,"4","amber","flashing",2,"left","right","blonde","19",28.603,"under","on"
"693",599.166,"END",0,"5","blue","flashing",1,"right","left","blonde","19",28.603,"under","on"
"871",601.58,"END",0,"2","green","flashing",1,"left","right","blonde","19",28.603,"under","on"
"1131",600.633,"END",0,"1","red","flashing",1,"right","left","blonde","19",28.603,"under","on"
"1151",600.333,"END",0,"3","royalblue","flashing",1,"right","left","blonde","19",28.603,"under","on"
"1251",600,"END",0,"6","white","flashing",1,"left","right","blonde","19",28.603,"under","on"
"2125",600,"END",0,"2","amber","continuous",1,"right","left","blonde","20",27.627,"under","on"
"729",599.495,"END",0,"1","blue","continuous",1,"left","right","blonde","20",27.627,"under","on"
"926",600,"END",0,"6","green","continuous",1,"right","left","blonde","20",27.627,"under","on"
"1132",600,"END",0,"4","red","continuous",1,"right","left","blonde","20",27.627,"under","on"
"1325",600,"END",0,"5","royalblue","continuous",1,"left","right","blonde","20",27.627,"under","on"
"1525",600,"END",0,"3","white","continuous",1,"left","right","blonde","20",27.627,"under","on"
"1725",600.245,"END",0,"2","amber","flashing",2,"right","left","blonde","20",27.627,"under","on"
"2325",599.801,"END",0,"3","blue","flashing",2,"left","right","blonde","20",27.627,"under","on"
"2522",600.249,"END",0,"5","green","flashing",2,"right","left","blonde","20",27.627,"under","on"
"3413",601.94,"END",0,"1","red","flashing",2,"left","right","blonde","20",27.627,"under","on"
"3613",600.249,"END",0,"6","royalblue","flashing",2,"left","right","blonde","20",27.627,"under","on"
"3913",600.612,"END",0,"4","white","flashing",2,"left","right","blonde","20",27.627,"under","on"
"1626",600.9,"END",0,"1","amber","continuous",2,"right","left","spotted","21",31.901,"under","on"
"3315",603.9,"END",0,"3","blue","continuous",2,"right","left","spotted","21",31.901,"under","on"
"3514",600.667,"END",0,"5","green","continuous",2,"right","left","spotted","21",31.901,"under","on"
"3714",601,"END",0,"6","red","continuous",2,"left","right","spotted","21",31.901,"under","on"
"3914",601.867,"END",0,"4","royalblue","continuous",2,"left","right","spotted","21",31.901,"under","on"
"4912",601,"END",0,"2","white","continuous",2,"left","right","spotted","21",31.901,"under","on"
"5115",600.203,"END",0,"6","amber","flashing",1,"left","right","spotted","21",31.901,"under","on"
"685",594,"END",0,"3","blue","flashing",1,"right","left","spotted","21",31.901,"under","on"
"733",601.629,"END",0,"5","green","flashing",1,"right","left","spotted","21",31.901,"under","on"
"763",600.203,"END",0,"2","red","flashing",1,"left","right","spotted","21",31.901,"under","on"
"8111",600,"END",0,"1","royalblue","flashing",1,"right","left","spotted","21",31.901,"under","on"
"852",599.524,"END",0,"4","white","flashing",1,"left","right","spotted","21",31.901,"under","on"
"2129",600,"END",0,"5","amber","continuous",1,"left","right","spotted","22",29.018,"under","on"
"4100",600,"END",0,"4","blue","continuous",1,"right","left","spotted","22",29.018,"under","on"
"637",600,"END",0,"1","green","continuous",1,"left","right","spotted","22",29.018,"under","on"
"828",600,"END",0,"6","red","continuous",1,"right","left","spotted","22",29.018,"under","on"
"1136",601.544,"END",0,"2","royalblue","continuous",1,"right","left","spotted","22",29.018,"under","on"
"1327",600,"END",0,"3","white","continuous",1,"left","right","spotted","22",29.018,"under","on"
"1627",600.625,"END",0,"4","amber","flashing",2,"right","left","spotted","22",29.018,"under","on"
"1827",600,"END",0,"5","blue","flashing",2,"left","right","spotted","22",29.018,"under","on"
"2027",600,"END",0,"2","green","flashing",2,"right","left","spotted","22",29.018,"under","on"
"2227",600,"END",0,"6","red","flashing",2,"right","left","spotted","22",29.018,"under","on"
"2427",600,"END",0,"3","royalblue","flashing",2,"left","right","spotted","22",29.018,"under","on"
"2624",600,"END",0,"1","white","flashing",2,"left","right","spotted","22",29.018,"under","on"
"4101",601.673,"END",0,"4","amber","continuous",2,"left","right","spotted","23",48.91,"over","on"
"735",603.408,"END",0,"6","blue","continuous",2,"left","right","spotted","23",48.91,"over","on"
"929",599.139,"END",0,"1","green","continuous",2,"right","left","spotted","23",48.91,"over","on"
"1138",603.769,"END",0,"5","red","continuous",2,"right","left","spotted","23",48.91,"over","on"
"1328",601.703,"END",0,"2","royalblue","continuous",2,"left","right","spotted","23",48.91,"over","on"
"1928",599.333,"END",0,"3","white","continuous",2,"right","left","spotted","23",48.91,"over","on"
"2132",600,"END",0,"6","amber","flashing",1,"left","right","spotted","23",48.91,"over","on"
"2328",600,"END",0,"4","blue","flashing",1,"left","right","spotted","23",48.91,"over","on"
"2525",600,"END",0,"5","green","flashing",1,"right","left","spotted","23",48.91,"over","on"
"2724",600,"END",0,"3","red","flashing",1,"right","left","spotted","23",48.91,"over","on"
"2920",600,"END",0,"2","royalblue","flashing",1,"left","right","spotted","23",48.91,"over","on"
"3715",599.833,"END",0,"1","white","flashing",1,"right","left","spotted","23",48.91,"over","on"
"736",600.756,"END",0,"2","amber","continuous",2,"right","left","blonde","24",24.916,"under","on"
"1629",603.418,"END",0,"1","blue","continuous",2,"left","right","blonde","24",24.916,"under","on"
"2626",603.769,"END",0,"6","green","continuous",2,"right","left","blonde","24",24.916,"under","on"
"3317",600.795,"END",0,"5","red","continuous",2,"left","right","blonde","24",24.916,"under","on"
"3616",599.749,"END",0,"4","royalblue","continuous",2,"right","left","blonde","24",24.916,"under","on"
"4413",601.37,"END",0,"3","white","continuous",2,"left","right","blonde","24",24.916,"under","on"
"4913",599.467,"END",0,"5","amber","flashing",1,"left","right","blonde","24",24.916,"under","on"
"5213",603.133,"END",0,"2","blue","flashing",1,"right","left","blonde","24",24.916,"under","on"
"608",602.5,"END",0,"1","green","flashing",1,"left","right","blonde","24",24.916,"under","on"
"6212",600,"END",0,"6","red","flashing",1,"right","left","blonde","24",24.916,"under","on"
"646",600,"END",0,"4","royalblue","flashing",1,"right","left","blonde","24",24.916,"under","on"
"695",603.699,"END",0,"3","white","flashing",1,"left","right","blonde","24",24.916,"under","on"
